PID,Country,Age,Gender,Counterbalance,Video_Gender,Smart,Behave,Grades,Edu_asp,nationality,nationality_other,origin,origin_other,parent,employment,employment_other,occupation,occupation_other,ethnicity,ethnicity_other,Education,SES,income_annual,,
N450,3,39,Male,2,2,1,1,1,Bachelor's degree or Honors degree,United Kingdom,,United Kingdom,,Yes,Full-time,,"Management, professional, and related",,Caucasian,,Bachelor's degree or Honors degree,8,"£27,701 - £43,700",,
N459,3,43,Male,2,1,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,No,Full-time,,"Management, professional, and related",,Caucasian,,Some college/university,4,"£27,701 - £43,700",,
N461,3,37,Male,2,2,1,1,0,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Full-time,,Government,,Caucasian,,High/Secondary school,7,"Less than - £21,000",,
N468,3,54,Female,2,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Part-time,,Sales and office,,Caucasian,,High/Secondary school,6,"Less than - £21,000",,
N474,3,45,Female,2,1,1,1,1,Some college/university,United Kingdom,,United Kingdom,,Yes,Other,Housewife,Unemployed,,Caucasian,,Bachelor's degree or Honors degree,5,"£27,701 - £43,700",,
N475,3,50,Female,2,1,1,1,1,Some college/university,United Kingdom,,United Kingdom,,No,Full-time,,"Production, transportation, and material moving",,Caucasian,,Bachelor's degree or Honors degree,5,"Less than - £21,000",,
N476,3,48,Female,1,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,No,Full-time,,"Management, professional, and related",,Caucasian,,Master's degree,5,"£43,701 - £61,000",,
N480,3,61,Female,1,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Retired,,Retired,,Caucasian,,High/Secondary school,5,"Less than - £21,000",,
N481,3,45,Female,1,1,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Full-time,,Service,,Asian,,High/Secondary school,3,"£61,001 - £92,400",,
N485,3,45,Female,2,1,1,1,1,Some college/university,United Kingdom,,United Kingdom,,Yes,Full-time,,Government,,Caucasian,,Some college/university,5,"Less than - £21,000",,
N486,3,57,Female,1,1,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,No,Retired,,Retired,,Caucasian,,High/Secondary school,7,"£27,701 - £43,700",,
N491,3,56,Female,1,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Part-time,,Sales and office,,Caucasian,,Some college/university,5,"£27,701 - £43,700",,
N502,3,60,Female,2,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Unemployed,,Unemployed,,Caucasian,,High/Secondary school,5,"Less than - £21,000",,
N503,3,56,Female,2,1,1,1,1,Associate's degree or Certificate/Diploma,United Kingdom,,United Kingdom,,Yes,Full-time,,"Management, professional, and related",,Caucasian,,Some college/university,6,"£21,001 - £27,700",,
N505,3,68,Female,2,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Retired,,"Management, professional, and related,Retired",,Caucasian,,High/Secondary school,7,"£27,701 - £43,700",,
N508,3,65,Female,1,1,1,1,0,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Retired,,Retired,,Caucasian,,Bachelor's degree or Honors degree,5,"Less than - £21,000",,
N513,3,76,Female,1,2,1,1,1,Some college/university,United Kingdom,,United Kingdom,,Yes,Retired,,Retired,,Caucasian,,High/Secondary school,5,"Less than - £21,000",,
R148,3,33,Female,1,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,No,Full-time,,Service,,Asian,,Bachelor's degree or Honors degree,5,"£27,701 - £43,700",,
R154,3,32,Female,2,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Part-time,,Sales and office,,Caucasian,,Associate's degree or Certificate/Diploma,6,"£21,001 - £27,700",,
R157,3,72,Female,2,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Retired,,Retired,,Caucasian,,High/Secondary school,3,"Less than - £21,000",,
R167,3,70,Male,2,1,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Retired,,Retired,,Caucasian,,High/Secondary school,5,"Less than - £21,000",,
R179,3,60,Male,2,1,1,1,1,Associate's degree or Certificate/Diploma,United Kingdom,,United Kingdom,,Yes,Full-time,,"Production, transportation, and material moving",,Caucasian,,Some college/university,7,"£43,701 - £61,000",,
R190,3,74,Male,1,1,1,1,1,Bachelor's degree or Honors degree,United Kingdom,,United Kingdom,,No,Retired,,Retired,,Caucasian,,Bachelor's degree or Honors degree,6,"£21,001 - £27,700",,
R192,3,52,Male,1,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Full-time,,"Management, professional, and related",,Caucasian,,High/Secondary school,7,"£61,001 - £92,400",,
R200,3,24,Male,1,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,No,Unemployed,,Unemployed,,Caucasian,,High/Secondary school,5,"£43,701 - £61,000",,
R206,3,20,Male,2,2,1,1,1,Associate's degree or Certificate/Diploma,United Kingdom,,Canada,,No,Student,,Student,,Caucasian,,Some college/university,4,"Less than - £21,000",,
330,3,63,Male,1,1,1,1,1,Associate's degree or Certificate/Diploma,United Kingdom,,United Kingdom,,Yes,Part-time,,"Management, professional, and related",,Caucasian,,Some college/university,7,"£43,701 - £61,000",,
380,3,49,Male,2,2,1,1,1,Some high/secondary school,United Kingdom,,United Kingdom,,No,Full-time,,"Management, professional, and related",,Caucasian,,Bachelor's degree or Honors degree,6,"£21,001 - £27,700",,
407,3,28,Female,2,1,1,1,1,Bachelor's degree or Honors degree,United Kingdom,,United Kingdom,,No,Unemployed,,Unemployed,,Caucasian,,Some college/university,3,"Less than - £21,000",,
409,3,35,Male,2,2,1,1,1,Some college/university,United Kingdom,,United Kingdom,,No,Part-time,,Other (please specify),Labourer,Caucasian,,Some high/secondary school,1,"Less than - £21,000",,
414,3,62,Male,2,1,1,1,1,Some college/university,United Kingdom,,United Kingdom,,No,Full-time,,"Production, transportation, and material moving",,Caucasian,,High/Secondary school,8,"£43,701 - £61,000",,
415,3,40,Female,2,1,1,1,1,Associate's degree or Certificate/Diploma,United Kingdom,,United Kingdom,,Yes,Unemployed,,Unemployed,,Caucasian,,High/Secondary school,9,"Less than - £21,000",,
440,3,37,Female,2,1,1,1,1,Some college/university,United Kingdom,,United Kingdom,,Yes,Full-time,,"Management, professional, and related",,Caucasian,,High/Secondary school,2,"£27,701 - £43,700",,
444,3,54,Female,2,1,1,1,1,Associate's degree or Certificate/Diploma,United States of America,,United States of America,,Yes,Part-time,,Service,,Caucasian,,High/Secondary school,4,"Less than - £21,000",,
461,3,53,Female,2,1,1,1,1,Associate's degree or Certificate/Diploma,United Kingdom,,United Kingdom,,No,Full-time,,Sales and office,,Caucasian,,High/Secondary school,2,"Less than - £21,000",,
478,3,67,Male,2,1,1,1,0,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Retired,,Retired,,Caucasian,,High/Secondary school,2,"Less than - £21,000",,
N418,3,24,Male,1,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,No,Unemployed,,Unemployed,,Caucasian,,High/Secondary school,4,"£43,701 - £61,000",,
N429,3,19,Male,2,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,No,Unemployed,,Unemployed,,Caucasian,,High/Secondary school,1,"Less than - £21,000",,
N432,3,43,Male,2,1,1,1,1,Bachelor's degree or Honors degree,United Kingdom,,United Kingdom,,Yes,Full-time,,"Management, professional, and related",,Caucasian,,Bachelor's degree or Honors degree,7,"£27,701 - £43,700",,
N433,3,32,Male,2,1,1,1,1,Bachelor's degree or Honors degree,United Kingdom,,United Kingdom,,No,Full-time,,Government,,Asian,,Some college/university,7,"£27,701 - £43,700",,
N434,3,29,Male,1,2,1,1,1,Some college/university,Other (please specify):,Malaysian,Other (please specify):,Malaysia,No,Student,,Student,,Asian,,Bachelor's degree or Honors degree,5,I don't know,,
N439,3,33,Male,1,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Full-time,,"Production, transportation, and material moving",,Caucasian,,High/Secondary school,5,"£21,001 - £27,700",,
N449,3,34,Male,1,1,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,No,Unemployed,,Unemployed,,Caucasian,,Some high/secondary school,1,"£21,001 - £27,700",,
N488,3,57,Female,1,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Part-time,,"Production, transportation, and material moving",,Caucasian,,High/Secondary school,6,"£27,701 - £43,700",,
N490,3,54,Female,2,1,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,No,Part-time,,Sales and office,,Caucasian,,High/Secondary school,2,"Less than - £21,000",,
N498,3,61,Female,1,1,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,No,Retired,,Retired,,Caucasian,,Bachelor's degree or Honors degree,6,"Less than - £21,000",,
N499,3,67,Female,1,2,1,1,1,Bachelor's degree or Honors degree,United Kingdom,,United Kingdom,,Yes,Retired,,Retired,,Caucasian,,High/Secondary school,7,"Less than - £21,000",,
N506,3,66,Female,1,2,1,1,0,Some college/university,United Kingdom,,United Kingdom,,Yes,Retired,,Retired,,Other,,High/Secondary school,3,"Less than - £21,000",,
N509,3,61,Female,2,1,1,1,1,Some college/university,United Kingdom,,United Kingdom,,Yes,Full-time,,"Management, professional, and related",,Caucasian,,Some college/university,7,"£43,701 - £61,000",,
R134,3,33,Female,2,1,1,1,0,Associate's degree or Certificate/Diploma,United Kingdom,,United Kingdom,,No,Full-time,,"Construction, extraction, and maintenance",,African,,Some college/university,7,"£43,701 - £61,000",,
R145,3,36,Female,2,2,1,1,1,Some college/university,United Kingdom,,United Kingdom,,No,Full-time,,"Management, professional, and related",,Caucasian,,Bachelor's degree or Honors degree,6,"£27,701 - £43,700",,
R155,3,49,Female,2,1,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Full-time,,"Production, transportation, and material moving",,Caucasian,,High/Secondary school,7,"Less than - £21,000",,
R163,3,76,Female,1,1,1,1,0,Some college/university,United Kingdom,,United Kingdom,,Yes,Retired,,Retired,,Caucasian,,Associate's degree or Certificate/Diploma,7,"£21,001 - £27,700",,
R164,3,49,Female,1,1,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Part-time,,Service,,Caucasian,,High/Secondary school,4,"£21,001 - £27,700",,
R166,3,42,Male,2,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Full-time,,Government,,Caucasian,,Some college/university,6,"£21,001 - £27,700",,
R169,3,37,Female,1,1,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Unemployed,,Unemployed,,Caucasian,,High/Secondary school,2,"Less than - £21,000",,
R181,3,67,Male,1,1,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Retired,,Retired,,Caucasian,,High/Secondary school,2,"Less than - £21,000",,
R188,3,61,Male,2,1,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Full-time,,Other (please specify),marine services,Caucasian,,High/Secondary school,6,"£27,701 - £43,700",,
R198,3,43,Male,2,1,1,1,1,Bachelor's degree or Honors degree,United Kingdom,,United Kingdom,,Yes,Full-time,,"Management, professional, and related",,Asian,,Bachelor's degree or Honors degree,6,"£43,701 - £61,000",,
R199,3,40,Transgender male,1,1,1,1,1,Some college/university,United Kingdom,,United Kingdom,,Yes,Full-time,,"Management, professional, and related",,Other,,Associate's degree or Certificate/Diploma,9,"£43,701 - £61,000",,
R203,3,20,Male,1,1,1,1,1,Bachelor's degree or Honors degree,United Kingdom,,United Kingdom,,No,Part-time,,Sales and office,,Caucasian,,Bachelor's degree or Honors degree,5,"£21,001 - £27,700",,
320,3,38,Female,2,2,1,1,1,Bachelor's degree or Honors degree,United Kingdom,,United Kingdom,,No,Full-time,,"Management, professional, and related",,Caucasian,,Bachelor's degree or Honors degree,1,I don't know,,
340,3,61,Female,1,1,1,1,1,Associate's degree or Certificate/Diploma,United Kingdom,,United Kingdom,,No,Other,Homemaker,Other (please specify),Homemaker,Caucasian,,Bachelor's degree or Honors degree,6,"Less than - £21,000",,
384,3,32,Female,2,2,1,1,1,Bachelor's degree or Honors degree,United Kingdom,,United Kingdom,,Yes,Unemployed,,Unemployed,,Caucasian,,Associate's degree or Certificate/Diploma,7,"Less than - £21,000",,
394,3,41,Male,2,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Full-time,,Government,,Caucasian,,Bachelor's degree or Honors degree,4,"£27,701 - £43,700",,
406,3,43,Female,1,1,1,1,1,Bachelor's degree or Honors degree,United Kingdom,,United Kingdom,,Yes,Full-time,,"Management, professional, and related",,Caucasian,,Bachelor's degree or Honors degree,6,"£27,701 - £43,700",,
421,3,58,Female,2,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Retired,,Retired,,Caucasian,,Bachelor's degree or Honors degree,5,"Less than - £21,000",,
N444,3,28,Male,1,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,No,Unemployed,,Unemployed,,Caucasian,,Bachelor's degree or Honors degree,4,"Less than - £21,000",,
N452,3,19,Male,1,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,No,Unemployed,,Unemployed,,Other,White brittish ,High/Secondary school,5,"Less than - £21,000",,
N510,3,55,Female,2,1,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Full-time,,Other (please specify),Healthcare,Caucasian,,Bachelor's degree or Honors degree,3,"Less than - £21,000",,
N511,3,57,Female,1,2,1,1,1,Some college/university,United Kingdom,,United Kingdom,,Yes,Other,Homemaker,Other (please specify),Homemaker,Caucasian,,High/Secondary school,5,"Less than - £21,000",,
N517,3,71,Female,2,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,No,Retired,,Retired,,Caucasian,,Some college/university,1,"Less than - £21,000",,
R153,3,24,Female,1,1,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Part-time,,Other (please specify),Healthcare,Caucasian,,High/Secondary school,5,"£27,701 - £43,700",,
R168,3,32,Female,2,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Full-time,,Service,,Other,English ,High/Secondary school,5,"Less than - £21,000",,
R172,3,39,Female,2,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Other,Homemaker,Other (please specify),Homemaker,Caucasian,,High/Secondary school,2,"£27,701 - £43,700",,
R176,3,28,Female,1,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Full-time,,"Construction, extraction, and maintenance",,Caucasian,,Bachelor's degree or Honors degree,7,"£21,001 - £27,700",,
R178,3,49,Male,1,1,1,1,1,High/Secondary school,"United Kingdom,Other (please specify):",WELSH,"United Kingdom,Other (please specify):",WALES,No,Retired,,Retired,,Caucasian,,Some college/university,4,"Less than - £21,000",,
R196,3,58,Male,2,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Full-time,,"Management, professional, and related",,Caucasian,,Bachelor's degree or Honors degree,8,"More than £92,401",,
R204,3,20,Male,1,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,No,Student,,Student,,Caucasian,,Bachelor's degree or Honors degree,3,I don't know,,
321,3,51,Male,1,1,1,1,1,Bachelor's degree or Honors degree,United Kingdom,,United Kingdom,,No,Full-time,,"Management, professional, and related",,Caucasian,,Bachelor's degree or Honors degree,6,"£27,701 - £43,700",,
336,3,42,Male,1,2,1,1,1,Bachelor's degree or Honors degree,United Kingdom,,United Kingdom,,No,Unemployed,,Unemployed,,Caucasian,,PhD or other higher postgraduate degrees,5,"Less than - £21,000",,
N456,3,25,Male,2,1,1,1,1,Some high/secondary school,United Kingdom,,Other (please specify):,Scotland,Yes,Full-time,,"Management, professional, and related",,Caucasian,,Master's degree,7,"More than £92,401",,
N458,3,22,Female,1,1,1,1,1,Some college/university,United Kingdom,,United Kingdom,,Yes,Part-time,,"Sales and office,Unemployed",,Other,,Some college/university,2,"£27,701 - £43,700",,
N470,3,48,Female,2,1,1,1,0,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Full-time,,Service,,Caucasian,,High/Secondary school,2,"Less than - £21,000",,
R187,3,48,Male,2,1,1,1,1,Bachelor's degree or Honors degree,United Kingdom,,United Kingdom,,No,Full-time,,Sales and office,,Caucasian,,Bachelor's degree or Honors degree,5,"£27,701 - £43,700",,
R195,3,57,Male,1,2,1,1,1,Associate's degree or Certificate/Diploma,Other (please specify):,English,Other (please specify):,England,Yes,Full-time,,"Management, professional, and related",,Caucasian,,Master's degree,9,"More than £92,401",,
348,3,56,Female,1,2,1,1,0,Associate's degree or Certificate/Diploma,United Kingdom,,United Kingdom,,No,Part-time,,"Management, professional, and related",,Caucasian,,Master's degree,3,"£27,701 - £43,700",,
R175,3,30,Female,2,2,1,1,1,Some college/university,United Kingdom,,United States of America,,Yes,Part-time,,"Management, professional, and related",,Asian,,PhD or other higher postgraduate degrees,10,"£27,701 - £43,700",,
349,3,68,Male,2,2,1,,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Retired,,Retired,,Caucasian,,High/Secondary school,6,"£21,001 - £27,700",,
N126,4,23,Male,1,1,1,0,0,High/Secondary school,Australia,,Australia,,No,Full-time,,"Management, professional, and related",,Caucasian,,Bachelor's degree or Honors degree,6,"$64,000 - $83,999",,
N129,4,49,Male,2,1,1,0,0,Associate's degree or Certificate/Diploma,Australia,,Australia,,Yes,Part-time,,Other (please specify),Aged care,Caucasian,,Associate's defree or Certificate/Diploma,6,"$35,000 - $63,999",,
N148,4,64,Male,2,1,1,0,1,Some college/university,Australia,,Australia,,Yes,Retired,,Retired,,Caucasian,,Associate's defree or Certificate/Diploma,2,"$17,000 - $34,999",,
526,4,31,Male,2,2,1,0,1,Some college/university,Australia,,Australia,,Yes,Full-time,,"Production, transportation, and material moving",,Caucasian,,Bachelor's degree or Honors degree,7,"More than $83,999",,
